nama_file,jml_jerawat_yolo,luas_terbesar_yolo,luas_area_yolo,rata_conf_yolo,jml_jerawat_asli,luas_terbesar_asli,luas_area_asli,label_keparahan
acne-101_jpeg.rf.af45ba09bf2981ed7cc4af94b54aae48.jpg,11,0.0038377081509679556,0.032372429966926575,0.5009063482284546,10,0.0043994140625,0.024296875,Ringan
acne-101_jpeg.rf.d13d618fff02c3133aac95c6b0c7b5fb.jpg,11,0.010692913085222244,0.041562847793102264,0.518706202507019,10,0.0043994140625,0.0244195556640625,Ringan
acne-101_jpeg.rf.dd5c14cef0a2ba13b110f05a520f00c0.jpg,12,0.006439322140067816,0.04085826873779297,0.48425590991973877,10,0.0043994140625,0.024296875,Ringan
acne-104_jpeg.rf.049f40b91f49dd3554b929ab004aa10e.jpg,10,0.007293895352631807,0.04435718432068825,0.4480277895927429,8,0.0075,0.0391619873046875,Sedang
acne-104_jpeg.rf.5b7dbce5a05426ce03d20ea30f8614ad.jpg,12,0.00731081236153841,0.05722995847463608,0.4384409189224243,8,0.0075,0.039089355468749996,Sedang
acne-104_jpeg.rf.854a06c90fd544c3418d6931d1a5c92b.jpg,3,0.005701659247279167,0.01391257718205452,0.43109118938446045,8,0.0075,0.039089355468749996,Sedang
acne-106_jpeg.rf.078f5194805c1882a8e63cea008410a7.jpg,8,0.019090227782726288,0.07657817006111145,0.43311336636543274,7,0.025390625,0.0580029296875,Sedang
acne-106_jpeg.rf.8ed823543e5ad3b616c3286f7bec0fb5.jpg,10,0.023179324343800545,0.06879367679357529,0.41042909026145935,7,0.025390625,0.0580029296875,Sedang
acne-106_jpeg.rf.fe8d695cc950d5cfd33cd1d0aee4730e.jpg,8,0.020870327949523926,0.05904284864664078,0.43771639466285706,7,0.025647583007812502,0.058416137695312495,Sedang
acne-107_jpeg.rf.4e21baf3b6d77c05024f07b3cca0c498.jpg,13,0.0102238105610013,0.06907498091459274,0.443426251411438,8,0.0107666015625,0.04021484375,Sedang
acne-107_jpeg.rf.9a0d1f16966910fc2d1351f8c218e971.jpg,8,0.009534391574561596,0.038495443761348724,0.45275771617889404,8,0.0107666015625,0.04021484375,Sedang
acne-107_jpeg.rf.fe9873a17fa31389536ca33faca813c4.jpg,10,0.011595739983022213,0.055211588740348816,0.48753294348716736,8,0.0107666015625,0.040140991210937504,Sedang
acne-109_jpeg.rf.09c25c7027db07e930a3501960cafbc4.jpg,4,0.00925342459231615,0.019170403480529785,0.4032611548900604,17,0.009912109375,0.0675537109375,Sedang
acne-109_jpeg.rf.71c01ec227c54f3d2134264c523a5c38.jpg,11,0.013201501220464706,0.08159156143665314,0.4644455909729004,17,0.009912109375,0.0677337646484375,Sedang
acne-109_jpeg.rf.f1dfe70192f63b0f7f3c60c34f989502.jpg,18,0.012122053653001785,0.0929318219423294,0.40996450185775757,17,0.009912109375,0.06788818359375,Sedang
acne-10_jpeg.rf.1a5742dc70d2abc4799e0ce84795741b.jpg,5,0.003428901545703411,0.01255763042718172,0.38736456632614136,12,0.0083056640625,0.04380859375,Sedang
acne-10_jpeg.rf.a47703e8c466062380bdd7cda41fae2b.jpg,14,0.010906785726547241,0.06538237631320953,0.3880784213542938,12,0.0083056640625,0.043932495117187505,Sedang
acne-10_jpeg.rf.f27748da2520545eba9ebcd7e0dc6482.jpg,11,0.011169277131557465,0.046913448721170425,0.43574732542037964,12,0.0083056640625,0.04380859375,Sedang
acne-110_jpeg.rf.30388309b832a1dbcd9f74e88a6d80c7.jpg,6,0.04732292518019676,0.10026733577251434,0.36277973651885986,4,0.0171875,0.034462890625,Sedang
acne-110_jpeg.rf.ac46f2b20c3b01cd908ca6e33f7c8b0a.jpg,4,0.025023622438311577,0.0351242758333683,0.41984087228775024,4,0.0171875,0.034462890625,Sedang
acne-110_jpeg.rf.b2e331d513bdc74cab2a514eb157444c.jpg,5,0.01898331567645073,0.04237530380487442,0.46662846207618713,4,0.0172430419921875,0.0345965576171875,Sedang
acne-111_jpeg.rf.5305be8df8fc4bac0f9d4473e75ce446.jpg,10,0.009556484408676624,0.04403488710522652,0.3648817241191864,8,0.013769531250000001,0.04656249999999999,Sedang
acne-111_jpeg.rf.5898ddc66916835400974fe91faa2127.jpg,10,0.01322139985859394,0.05502215772867203,0.4061790406703949,8,0.013769531250000001,0.04656249999999999,Sedang
acne-111_jpeg.rf.d2f96fc4bb37d79f182ff62b6c21203f.jpg,11,0.013969174586236477,0.05631586164236069,0.39107903838157654,8,0.0135821533203125,0.0462200927734375,Sedang
acne-114_jpeg.rf.05500969621c6ec1a2720c8113a7f730.jpg,14,0.017586803063750267,0.06863321363925934,0.47694912552833557,10,0.021875000000000002,0.051982421875000004,Sedang
acne-114_jpeg.rf.8886a0bfd6aae22e7a0d23fa689f93e0.jpg,10,0.00465958658605814,0.030008845031261444,0.40545782446861267,10,0.021875000000000002,0.052109375000000006,Sedang
acne-114_jpeg.rf.faab857cd0fe501cd0ee008b2d5e5d8d.jpg,13,0.007363998331129551,0.04528416320681572,0.48619335889816284,10,0.021796875,0.0517193603515625,Sedang
acne-117_jpeg.rf.5fca45225c32ea524aa8635eeaca17da.jpg,9,0.003840053454041481,0.02861681953072548,0.4897349178791046,9,0.0034375000000000005,0.024526367187499995,Ringan
acne-117_jpeg.rf.86e15ada642e029c7a3adf6e3abd3165.jpg,9,0.0037868120707571507,0.028203187510371208,0.46757829189300537,9,0.0033984375,0.0244158935546875,Ringan
acne-117_jpeg.rf.fdd8632240a042f20703a454d7ca8c49.jpg,9,0.0077497391030192375,0.03100256435573101,0.3887200951576233,9,0.0034375000000000005,0.024526367187499995,Ringan
acne-118_jpg.rf.2146315fc7eedcc8269c3855a055f362.jpg,7,0.02055925875902176,0.0669856071472168,0.3094528615474701,6,0.0251312255859375,0.08294677734375,Sedang
acne-118_jpg.rf.5ac494ffe6003d136d78802a2e018b93.jpg,13,0.023627541959285736,0.12108618021011353,0.34066641330718994,6,0.025156249999999998,0.08329345703124999,Sedang
acne-118_jpg.rf.a950e2e85bfac5233bc29a1409733d67.jpg,14,0.025600792840123177,0.16733945906162262,0.348070353269577,6,0.025156249999999998,0.08329345703124999,Sedang
